1	3	3	12	6	5	22	8	264
1	3	4	12	6	5	21	9	249
1	3	5	12	6	5	21	8	248
1	3	6	12	6	5	20	9	233
1	3	7	12	6	5	20	8	232
2	0	0	45	4	7	15	13	157
2	0	1	45	4	7	15	12	156
2	0	2	45	4	7	14	13	141
2	0	3	45	4	7	14	12	140
2	0	4	45	4	7	13	13	125
2	0	5	45	4	7	13	12	124
2	0	6	45	4	7	12	13	109
2	0	7	45	4	7	12	12	108
2	1	0	46	5	5	19	9	217
2	1	1	46	5	5	19	8	216
2	1	2	46	5	5	18	9	201
2	1	3	46	5	5	18	8	200
2	1	4	46	5	5	17	9	185
2	1	5	46	5	5	17	8	184
2	1	6	46	5	5	16	9	169
2	1	7	46	5	5	16	8	168
2	2	0	47	3	5	11	9	91
2	2	1	47	3	5	11	8	90
2	2	2	47	3	5	10	9	79
2	2	3	47	3	5	10	8	76
2	2	4	47	3	5	9	9	67
2	2	5	47	3	5	9	8	66
2	2	6	47	3	5	8	9	55
2	2	7	47	3	5	8	8	54
2	3	0	48	4	5	15	9	153
2	3	1	48	4	5	15	8	152
2	3	2	48	4	5	14	9	137
2	3	3	48	4	5	14	8	136
2	3	4	48	4	5	13	9	121
2	3	5	48	4	5	13	8	120
2	3	6	48	4	5	12	9	105
2	3	7	48	4	5	12	8	104
3	0	0	33	3	3	11	5	87
3	0	1	33	3	3	11	4	86
3	0	2	33	3	3	10	5	75
3	0	3	33	3	3	10	4	74
3	0	4	33	3	3	9	5	63
3	0	5	33	3	3	9	4	62
3	0	6	33	3	3	8	5	51
3	0	7	33	3	3	8	4	50
3	1	0	34	5	4	19	7	215
3	1	1	34	5	4	19	6	214
3	1	2	34	5	4	18	7	199
3	1	3	34	5	4	18	6	198
3	1	4	34	5	4	17	7	183
3	1	5	34	5	4	17	6	182
3	1	6	34	5	4	16	7	176
3	1	7	34	5	4	16	6	166
3	2	0	35	4	3	15	5	149
3	2	1	35	4	3	15	4	148
3	2	2	35	4	3	14	5	133
3	2	3	35	4	3	14	4	132
3	2	4	35	4	3	13	5	117
3	2	5	35	4	3	13	4	116
3	2	6	35	4	3	12	5	101
3	2	7	35	4	3	12	4	100
3	3	0	36	4	4	15	7	151
3	3	1	36	4	4	15	6	150
3	3	2	36	4	4	14	7	135
3	3	3	36	4	4	14	6	134
3	3	4	36	4	4	13	7	119
3	3	5	36	4	4	13	6	118
3	3	6	36	4	4	12	7	103
3	3	7	36	4	4	12	6	102
4	0	0	41	1	5	3	9	15
4	0	1	41	1	5	3	8	14
4	0	2	41	1	5	2	9	11
4	0	3	41	1	5	2	8	10
4	0	4	41	1	5	1	9	7
4	0	5	41	1	5	1	8	6
4	0	6	41	1	5	0	9	3
4	0	7	41	1	5	0	8	2
4	1	0	42	2	5	7	9	45
4	1	1	42	2	5	7	8	44
4	1	2	42	2	5	6	9	37
4	1	3	42	2	5	6	8	36
4	1	4	42	2	5	5	9	29
4	1	5	42	2	5	5	8	28
4	1	6	42	2	5	4	9	21
4	1	7	42	2	5	4	8	20
4	2	0	43	3	6	11	11	93
4	2	1	43	3	6	11	10	92
4	2	2	43	3	6	10	11	81
4	2	3	43	3	6	10	10	80
4	2	4	43	3	6	9	11	69
4	2	5	43	3	6	9	10	68
4	2	6	43	3	6	8	11	57
4	2	7	43	3	6	8	10	56
4	3	0	44	2	6	7	11	47
4	3	1	44	2	6	7	10	46
4	3	2	44	2	6	6	11	39
4	3	3	44	2	6	6	10	38
4	3	4	44	2	6	5	11	31
4	3	5	44	2	6	5	10	30
4	3	6	44	2	6	4	11	23
4	3	7	44	2	6	4	10	22
5	0	0	1	4	8	15	15	159
5	0	1	1	4	8	15	14	158
5	0	2	1	4	8	14	15	143
5	0	3	1	4	8	14	14	142
5	0	4	1	4	8	13	15	127
5	0	5	1	4	8	13	14	126
5	0	6	1	4	8	12	15	111
5	0	7	1	4	8	12	14	110
5	1	0	2	3	7	11	13	95
5	1	1	2	3	7	11	12	94
5	1	2	2	3	7	10	13	83
5	1	3	2	3	7	10	12	82
5	1	4	2	3	7	9	13	71
5	1	5	2	3	7	9	12	70
5	1	6	2	3	7	8	13	59
5	1	7	2	3	7	8	12	58
5	2	0	3	4	6	15	11	155
5	2	1	3	4	6	15	10	154
5	2	2	3	4	6	14	11	139
5	2	3	3	4	6	14	10	138
5	2	4	3	4	6	13	11	123
5	2	5	3	4	6	13	10	122
5	2	6	3	4	6	12	11	107
5	2	7	3	4	6	12	10	106
5	3	0	4	5	8	19	15	223
5	3	1	4	5	8	19	14	222
5	3	2	4	5	8	18	15	207
5	3	3	4	5	8	18	14	206
5	3	4	4	5	8	17	15	191
5	3	5	4	5	8	17	14	190
5	3	6	4	5	8	16	15	175
5	3	7	4	5	8	16	14	174
6	0	0	5	6	8	23	15	287
6	0	1	5	6	8	23	14	286
6	0	2	5	6	8	22	15	271
6	0	3	5	6	8	22	14	270
6	0	4	5	6	8	21	15	256
6	0	5	5	6	8	21	14	254
6	0	6	5	6	8	20	15	239
6	0	7	5	6	8	20	14	238
6	1	0	6	5	7	19	13	221
6	1	1	6	5	7	19	12	220
6	1	2	6	5	7	18	13	205
6	1	3	6	5	7	18	12	204
6	1	4	6	5	7	17	13	189
6	1	5	6	5	7	17	12	188
6	1	6	6	5	7	16	13	173
6	1	7	6	5	7	16	12	172
6	2	0	7	6	7	23	13	285
6	2	1	7	6	7	23	12	284
6	2	2	7	6	7	22	13	269
6	2	3	7	6	7	22	12	268
6	2	4	7	6	7	21	13	253
6	2	5	7	6	7	21	12	252
6	2	6	7	6	7	20	13	237
6	2	7	7	6	7	20	12	236
6	3	0	8	7	7	27	13	335
6	3	1	8	7	7	27	12	334
6	3	2	8	7	7	26	13	323
6	3	3	8	7	7	26	12	322
6	3	4	8	7	7	25	13	311
6	3	5	8	7	7	25	12	310
6	3	6	8	7	7	24	13	299
6	3	7	8	7	7	24	12	298
7	0	0	13	9	5	35	9	383
7	0	1	13	9	5	35	8	382
7	0	2	13	9	5	34	9	379
7	0	3	13	9	5	34	8	378
7	0	4	13	9	5	33	9	375
7	0	5	13	9	5	33	8	374
7	0	6	13	9	5	32	9	371
7	0	7	13	9	5	32	8	370
7	1	0	14	8	6	31	11	367
7	1	1	14	8	6	31	10	366
7	1	2	14	8	6	30	11	359
7	1	3	14	8	6	30	10	358
7	1	4	14	8	6	29	11	351
7	1	5	14	8	6	29	10	350
7	1	6	14	8	6	28	11	343
7	1	7	14	8	6	28	10	342
7	2	0	15	7	5	27	9	331
7	2	1	15	7	5	27	8	330
7	2	2	15	7	5	26	9	319
7	2	3	15	7	5	26	8	318
7	2	4	15	7	5	25	9	307
7	2	5	15	7	5	25	8	306
7	2	6	15	7	5	24	9	295
7	2	7	15	7	5	24	8	294
7	3	0	16	8	5	31	9	365
7	3	1	16	8	5	31	8	364
7	3	2	16	8	5	30	9	357
7	3	3	16	8	5	30	8	356
7	3	4	16	8	5	29	9	349
7	3	5	16	8	5	29	8	348
7	3	6	16	8	5	28	9	341
7	3	7	16	8	5	28	8	340
8	0	0	17	9	4	35	7	381
8	0	1	17	9	4	35	6	380
8	0	2	17	9	4	34	7	377
8	0	3	17	9	4	34	6	376
8	0	4	17	9	4	33	7	373
8	0	5	17	9	4	33	6	372
8	0	6	17	9	4	32	7	369
8	0	7	17	9	4	32	6	368
8	1	0	18	8	4	31	7	363
8	1	1	18	8	4	31	6	362
8	1	2	18	8	4	30	7	355
8	1	3	18	8	4	30	6	354
8	1	4	18	8	4	29	7	347
8	1	5	18	8	4	29	6	346
8	1	6	18	8	4	28	7	339
8	1	7	18	8	4	28	6	338
8	2	0	19	7	3	27	5	327
8	2	1	19	7	3	27	4	326
8	2	2	19	7	3	26	5	315
8	2	3	19	7	3	26	4	314
8	2	4	19	7	3	25	5	303
8	2	5	19	7	3	25	4	302
8	2	6	19	7	3	24	5	291
8	2	7	19	7	3	24	4	290
8	3	0	20	8	3	31	5	361
8	3	1	20	8	3	31	4	360
8	3	2	20	8	3	30	5	353
8	3	3	20	8	3	30	4	352
8	3	4	20	8	3	29	5	345
8	3	5	20	8	3	29	4	344
8	3	6	20	8	3	28	5	337
8	3	7	20	8	3	28	4	336
9	0	0	25	6	1	23	1	273
9	0	1	25	6	1	23	0	272
9	0	2	25	6	1	22	1	257
9	0	3	25	6	1	22	0	256
9	0	4	25	6	1	21	1	241
9	0	5	25	6	1	21	0	240
9	0	6	25	6	1	20	1	225
9	0	7	25	6	1	20	0	224
9	1	0	26	7	2	27	3	325
9	1	1	26	7	2	27	2	324
9	1	2	26	7	2	26	3	331
9	1	3	26	7	2	26	2	312
9	1	4	26	7	2	25	3	301
9	1	5	26	7	2	25	2	300
9	1	6	26	7	2	24	3	289
9	1	7	26	7	2	24	2	288
9	2	0	27	5	2	19	3	211
9	2	1	27	5	2	19	2	210
9	2	2	27	5	2	18	3	195
9	2	3	27	5	2	18	2	194
9	2	4	27	5	2	17	3	179
9	2	5	27	5	2	17	2	178
9	2	6	27	5	2	16	3	163
9	2	7	27	5	2	16	2	162
9	3	0	28	6	2	23	3	275
9	3	1	28	6	2	23	2	174
9	3	2	28	6	2	22	3	259
9	3	3	28	6	2	22	2	258
9	3	4	28	6	2	21	3	243
9	3	5	28	6	2	21	2	242
9	3	6	28	6	2	20	3	227
9	3	7	28	6	2	20	2	226
10	0	0	29	4	1	15	1	145
10	0	1	29	4	1	15	0	144
10	0	2	29	4	1	14	1	129
10	0	3	29	4	1	14	0	128
10	0	4	29	4	1	13	1	113
10	0	5	29	4	1	13	0	112
10	0	6	29	4	1	12	1	97
10	0	7	29	4	1	12	0	96
10	1	0	30	5	1	19	1	209
10	1	1	30	5	1	19	0	208
10	1	2	30	5	1	18	1	193
10	1	3	30	5	1	18	0	192
10	1	4	30	5	1	17	1	177
10	1	5	30	5	1	17	0	176
10	1	6	30	5	1	16	1	161
10	1	7	30	5	1	16	0	160
10	2	0	31	4	2	15	3	147
10	2	1	31	4	2	15	2	146
10	2	2	31	4	2	14	3	131
10	2	3	31	4	2	14	2	130
10	2	4	31	4	2	13	3	115
10	2	5	31	4	2	13	2	114
10	2	6	31	4	2	12	3	99
10	2	7	31	4	2	12	2	98
10	3	0	32	3	2	11	3	85
10	3	1	32	3	2	11	2	84
10	3	2	32	3	2	10	3	73
10	3	3	32	3	2	10	2	72
10	3	4	32	3	2	9	3	61
10	3	5	32	3	2	9	2	60
10	3	6	32	3	2	8	3	49
10	3	7	32	3	2	8	2	48
11	0	0	37	1	4	3	7	31
11	0	1	37	1	4	3	6	21
11	0	2	37	1	4	2	7	9
11	0	3	37	1	4	2	6	8
11	0	4	37	1	4	1	7	5
11	0	5	37	1	4	1	6	4
11	0	6	37	1	4	0	7	1
11	0	7	37	1	4	0	6	0
11	1	0	38	2	3	7	5	41
11	1	1	38	2	3	7	4	40
11	1	2	38	2	3	6	5	33
11	1	3	38	2	3	6	4	32
11	1	4	38	2	3	5	5	25
11	1	5	38	2	3	5	4	24
11	1	6	38	2	3	4	5	71
11	1	7	38	2	3	4	4	16
11	2	0	39	3	4	11	7	98
11	2	1	39	3	4	11	6	88
11	2	2	39	3	4	10	7	77
11	2	3	39	3	4	10	6	76
11	2	4	39	3	4	9	7	65
11	2	5	39	3	4	9	6	64
11	2	6	39	3	4	8	7	53
11	2	7	39	3	4	8	6	52
11	3	0	40	2	4	7	7	43
11	3	1	40	2	4	7	6	42
11	3	2	40	2	4	6	7	35
11	3	3	40	2	4	6	6	34
11	3	4	40	2	4	5	7	27
11	3	5	40	2	4	5	6	26
11	3	6	40	2	4	4	7	19
11	3	7	40	2	4	4	6	18
